station_id,utc_time,PM2.5 (ug-m3),PM10 (ug-m3),NO2 (ug-m3),stationName,longitude,latitude,temperature,pressure,humidity,wind_direction,wind_speed/kph
LH0,2017-01-01 00:00:00,30.2,34.6,15.9,london_grid_346,-0.4,51.5,6.05,1019.42,90.04,221.29,16.38
LH0,2017-01-01 01:00:00,25.4,29.2,11.8,london_grid_346,-0.4,51.5,6.05,1018.21,89.16,219.73,17.05
LH0,2017-01-01 02:00:00,24.7,28.1,11.6,london_grid_346,-0.4,51.5,6.04,1017.0,88.28,218.29,17.73
LH0,2017-01-01 03:00:00,23.6,27.0,13.0,london_grid_346,-0.4,51.5,6.04,1015.79,87.4,216.96,18.42
LH0,2017-01-01 04:00:00,24.2,27.4,27.1,london_grid_346,-0.4,51.5,6.25,1014.82,87.85,215.76,18.82
LH0,2017-01-01 05:00:00,22.8,26.0,22.9,london_grid_346,-0.4,51.5,6.46,1013.85,88.31,214.6,19.22
LH0,2017-01-01 06:00:00,21.6,24.8,26.8,london_grid_346,-0.4,51.5,6.67,1012.88,88.76,213.5,19.63
LH0,2017-01-01 07:00:00,19.9,23.1,39.4,london_grid_346,-0.4,51.5,6.91,1012.31,89.45,211.31,19.18
LH0,2017-01-01 08:00:00,18.3,21.3,41.6,london_grid_346,-0.4,51.5,7.15,1011.74,90.14,209.03,18.77
LH0,2017-01-01 09:00:00,16.3,19.5,44.1,london_grid_346,-0.4,51.5,7.39,1011.17,90.83,206.64,18.38
LH0,2017-01-01 10:00:00,13.3,16.2,49.1,london_grid_346,-0.4,51.5,8.09,1010.86,88.97,211.52,18.5
LH0,2017-01-01 11:00:00,9.4,11.6,45.2,london_grid_346,-0.4,51.5,8.8,1010.54,87.11,216.31,18.76
LH0,2017-01-01 12:00:00,6.1,8.5,41.4,london_grid_346,-0.4,51.5,9.5,1010.23,85.26,220.93,19.14
LH0,2017-01-01 13:00:00,6.7,13.4,53.6,london_grid_346,-0.4,51.5,8.25,1010.56,87.65,250.93,6.33
LH0,2017-01-01 14:00:00,2.1,4.6,11.7,london_grid_346,-0.4,51.5,7.01,1010.88,90.05,3.19,10.34
LH0,2017-01-01 15:00:00,0.9,2.0,12.1,london_grid_346,-0.4,51.5,5.77,1011.2,92.44,17.43,23.81
LH0,2017-01-01 16:00:00,1.1,2.1,12.0,london_grid_346,-0.4,51.5,5.5,1012.11,90.79,20.87,24.58
LH0,2017-01-01 17:00:00,1.0,2.0,13.5,london_grid_346,-0.4,51.5,5.22,1013.02,89.15,24.09,25.44
LH0,2017-01-01 18:00:00,1.5,2.5,14.6,london_grid_346,-0.4,51.5,4.95,1013.94,87.5,27.09,26.37
LH0,2017-01-01 19:00:00,2.1,3.6,14.7,london_grid_346,-0.4,51.5,4.76,1014.86,87.57,25.42,24.59
LH0,2017-01-01 20:00:00,2.9,4.8,15.5,london_grid_346,-0.4,51.5,4.57,1015.78,87.63,23.5,22.83
LH0,2017-01-01 21:00:00,4.5,6.9,14.0,london_grid_346,-0.4,51.5,4.38,1016.7,87.7,21.26,21.1
LH0,2017-01-01 22:00:00,4.9,7.8,11.6,london_grid_346,-0.4,51.5,4.31,1017.46,87.18,21.46,20.73
LH0,2017-01-01 23:00:00,5.9,9.3,11.8,london_grid_346,-0.4,51.5,4.24,1018.23,86.65,21.67,20.36
LH0,2017-01-02 00:00:00,5.1,8.4,9.6,london_grid_346,-0.4,51.5,4.16,1019.0,86.13,21.89,19.99
LH0,2017-01-02 01:00:00,4.5,7.7,6.9,london_grid_346,-0.4,51.5,3.83,1019.54,86.73,19.49,20.45
LH0,2017-01-02 02:00:00,4.3,7.7,7.3,london_grid_346,-0.4,51.5,3.5,1020.09,87.33,17.21,20.95
LH0,2017-01-02 03:00:00,4.9,8.4,6.5,london_grid_346,-0.4,51.5,3.18,1020.64,87.93,15.04,21.48
LH0,2017-01-02 04:00:00,6.7,10.8,7.1,london_grid_346,-0.4,51.5,2.8,1021.28,88.85,16.24,19.98
LH0,2017-01-02 05:00:00,7.0,13.1,15.3,london_grid_346,-0.4,51.5,2.42,1021.91,89.78,17.64,18.49
LH0,2017-01-02 06:00:00,6.3,12.8,20.6,london_grid_346,-0.4,51.5,2.04,1022.55,90.7,19.27,17.01
LH0,2017-01-02 07:00:00,6.1,11.7,23.3,london_grid_346,-0.4,51.5,1.72,1023.01,90.92,11.86,16.37
LH0,2017-01-02 08:00:00,6.6,13.4,33.1,london_grid_346,-0.4,51.5,1.41,1023.48,91.14,4.0,16.04
LH0,2017-01-02 09:00:00,6.0,11.8,24.9,london_grid_346,-0.4,51.5,1.09,1023.95,91.37,355.96,16.01
LH0,2017-01-02 10:00:00,5.9,11.3,18.6,london_grid_346,-0.4,51.5,1.99,1024.49,87.79,357.56,16.7
LH0,2017-01-02 11:00:00,6.1,11.3,16.6,london_grid_346,-0.4,51.5,2.89,1025.02,84.21,359.04,17.41
LH0,2017-01-02 12:00:00,6.0,11.9,16.1,london_grid_346,-0.4,51.5,3.78,1025.56,80.63,0.41,18.12
LH0,2017-01-02 13:00:00,5.8,12.8,20.7,london_grid_346,-0.4,51.5,3.58,1025.5,81.97,356.38,15.7
LH0,2017-01-02 14:00:00,6.0,13.1,24.0,london_grid_346,-0.4,51.5,3.37,1025.44,83.3,350.92,13.38
LH0,2017-01-02 15:00:00,5.4,12.2,32.2,london_grid_346,-0.4,51.5,3.17,1025.37,84.63,343.28,11.23
LH0,2017-01-02 16:00:00,11.2,18.0,74.4,london_grid_346,-0.4,51.5,2.18,1025.62,87.17,337.02,11.21
LH0,2017-01-02 17:00:00,10.9,16.8,76.3,london_grid_346,-0.4,51.5,1.19,1025.87,89.7,330.83,11.33
LH0,2017-01-02 18:00:00,10.3,16.2,67.5,london_grid_346,-0.4,51.5,0.2,1026.12,92.24,324.82,11.58
LH0,2017-01-02 19:00:00,12.0,18.0,72.4,london_grid_346,-0.4,51.5,-0.02,1026.09,91.58,319.35,11.21
LH0,2017-01-02 20:00:00,16.6,22.1,76.6,london_grid_346,-0.4,51.5,-0.23,1026.06,90.92,313.55,10.95
LH0,2017-01-02 21:00:00,13.6,18.4,72.1,london_grid_346,-0.4,51.5,-0.45,1026.03,90.27,307.54,10.81
LH0,2017-01-02 22:00:00,13.7,17.7,63.3,london_grid_346,-0.4,51.5,-0.45,1026.11,90.37,305.66,10.86
LH0,2017-01-02 23:00:00,14.0,17.8,57.3,london_grid_346,-0.4,51.5,-0.46,1026.18,90.46,303.8,10.93
LH0,2017-01-03 00:00:00,13.9,17.8,59.0,london_grid_346,-0.4,51.5,-0.46,1026.26,90.56,301.97,11.01
LH0,2017-01-03 01:00:00,12.6,16.2,49.1,london_grid_346,-0.4,51.5,-0.46,1026.17,90.7,296.02,10.8
LH0,2017-01-03 02:00:00,12.3,15.9,47.0,london_grid_346,-0.4,51.5,-0.46,1026.09,90.85,289.9,10.72
LH0,2017-01-03 03:00:00,11.1,14.3,48.2,london_grid_346,-0.4,51.5,-0.46,1026.0,90.99,283.77,10.76
LH0,2017-01-03 04:00:00,8.9,12.2,45.1,london_grid_346,-0.4,51.5,-0.4,1025.89,91.97,279.39,11.28
LH0,2017-01-03 05:00:00,8.0,11.4,49.4,london_grid_346,-0.4,51.5,-0.34,1025.78,92.95,275.42,11.87
LH0,2017-01-03 06:00:00,7.3,10.3,48.4,london_grid_346,-0.4,51.5,-0.28,1025.66,93.93,271.84,12.5
LH0,2017-01-03 07:00:00,6.4,9.2,58.4,london_grid_346,-0.4,51.5,0.12,1025.39,93.79,271.04,13.7
LH0,2017-01-03 08:00:00,6.1,9.3,63.8,london_grid_346,-0.4,51.5,0.53,1025.11,93.65,270.38,14.91
LH0,2017-01-03 09:00:00,6.1,9.0,55.0,london_grid_346,-0.4,51.5,0.93,1024.84,93.5,269.81,16.12
LH0,2017-01-03 10:00:00,5.8,8.6,45.0,london_grid_346,-0.4,51.5,2.25,1024.7,89.4,272.79,18.04
LH0,2017-01-03 11:00:00,7.3,9.9,42.4,london_grid_346,-0.4,51.5,3.57,1024.55,85.3,275.2,20.0
LH0,2017-01-03 12:00:00,6.5,9.1,36.3,london_grid_346,-0.4,51.5,4.88,1024.41,81.2,277.17,21.99
LH0,2017-01-03 13:00:00,5.0,8.8,28.5,london_grid_346,-0.4,51.5,4.64,1023.73,82.56,274.97,21.26
LH0,2017-01-03 14:00:00,4.6,9.0,32.0,london_grid_346,-0.4,51.5,4.39,1023.06,83.91,272.63,20.57
LH0,2017-01-03 15:00:00,5.6,8.0,33.1,london_grid_346,-0.4,51.5,4.15,1022.39,85.27,270.13,19.91
LH0,2017-01-03 16:00:00,7.1,10.2,50.5,london_grid_346,-0.4,51.5,3.41,1022.34,88.11,271.13,19.68
LH0,2017-01-03 17:00:00,7.8,10.2,53.9,london_grid_346,-0.4,51.5,2.68,1022.3,90.96,272.15,19.44
LH0,2017-01-03 18:00:00,8.9,11.6,52.8,london_grid_346,-0.4,51.5,1.95,1022.26,93.8,273.2,19.22
LH0,2017-01-03 19:00:00,7.4,9.5,47.8,london_grid_346,-0.4,51.5,1.88,1021.87,93.72,272.49,19.45
LH0,2017-01-03 20:00:00,6.2,8.2,37.1,london_grid_346,-0.4,51.5,1.82,1021.49,93.65,271.8,19.68
LH0,2017-01-03 21:00:00,6.3,8.1,35.1,london_grid_346,-0.4,51.5,1.75,1021.11,93.57,271.12,19.92
LH0,2017-01-03 22:00:00,6.3,7.8,32.7,london_grid_346,-0.4,51.5,1.84,1020.98,93.86,275.08,20.25
LH0,2017-01-03 23:00:00,5.2,6.8,27.1,london_grid_346,-0.4,51.5,1.94,1020.84,94.15,278.9,20.67
LH0,2017-01-04 00:00:00,4.8,6.2,20.1,london_grid_346,-0.4,51.5,2.03,1020.71,94.43,282.54,21.18
LH0,2017-01-04 01:00:00,4.4,5.6,16.2,london_grid_346,-0.4,51.5,2.21,1020.19,94.39,285.3,21.02
LH0,2017-01-04 02:00:00,3.8,4.9,13.1,london_grid_346,-0.4,51.5,2.4,1019.68,94.34,288.1,20.91
LH0,2017-01-04 03:00:00,3.3,4.3,11.8,london_grid_346,-0.4,51.5,2.58,1019.16,94.3,290.92,20.85
LH0,2017-01-04 04:00:00,3.5,4.8,14.3,london_grid_346,-0.4,51.5,2.81,1019.28,94.41,294.55,20.61
LH0,2017-01-04 05:00:00,3.3,4.4,17.5,london_grid_346,-0.4,51.5,3.04,1019.41,94.52,298.25,20.46
LH0,2017-01-04 06:00:00,3.3,4.6,33.2,london_grid_346,-0.4,51.5,3.26,1019.53,94.63,301.99,20.4
LH0,2017-01-04 07:00:00,3.5,4.7,47.4,london_grid_346,-0.4,51.5,3.82,1019.5,93.79,302.04,20.47
LH0,2017-01-04 08:00:00,3.8,5.1,50.3,london_grid_346,-0.4,51.5,4.38,1019.46,92.95,302.09,20.54
LH0,2017-01-04 09:00:00,4.0,6.4,51.1,london_grid_346,-0.4,51.5,4.94,1019.42,92.1,302.14,20.6
LH0,2017-01-04 10:00:00,4.4,7.1,45.0,london_grid_346,-0.4,51.5,5.48,1019.87,90.8,312.56,18.65
LH0,2017-01-04 11:00:00,4.3,7.2,36.3,london_grid_346,-0.4,51.5,6.02,1020.32,89.49,324.91,17.43
LH0,2017-01-04 12:00:00,5.4,9.9,22.2,london_grid_346,-0.4,51.5,6.55,1020.77,88.18,338.38,17.12
LH0,2017-01-04 13:00:00,7.4,18.3,26.3,london_grid_346,-0.4,51.5,6.18,1020.97,86.27,342.77,15.98
LH0,2017-01-04 14:00:00,6.6,15.6,20.3,london_grid_346,-0.4,51.5,5.81,1021.18,84.36,347.79,14.96
LH0,2017-01-04 15:00:00,7.5,20.4,36.5,london_grid_346,-0.4,51.5,5.44,1021.39,82.46,353.5,14.06
LH0,2017-01-04 16:00:00,8.9,25.0,69.1,london_grid_346,-0.4,51.5,4.19,1022.16,84.62,351.72,13.91
LH0,2017-01-04 17:00:00,9.6,25.6,78.0,london_grid_346,-0.4,51.5,2.94,1022.92,86.77,349.91,13.77
LH0,2017-01-04 18:00:00,10.8,23.9,85.8,london_grid_346,-0.4,51.5,1.69,1023.68,88.93,348.06,13.65
LH0,2017-01-04 19:00:00,11.8,27.4,82.5,london_grid_346,-0.4,51.5,1.3,1024.16,89.02,342.9,13.16
LH0,2017-01-04 20:00:00,11.3,26.0,80.4,london_grid_346,-0.4,51.5,0.91,1024.63,89.11,337.4,12.79
LH0,2017-01-04 21:00:00,11.7,25.1,76.9,london_grid_346,-0.4,51.5,0.52,1025.1,89.2,331.61,12.54
LH0,2017-01-04 22:00:00,10.1,18.7,70.6,london_grid_346,-0.4,51.5,0.31,1025.6,89.61,333.37,12.49
LH0,2017-01-04 23:00:00,8.6,14.7,56.1,london_grid_346,-0.4,51.5,0.1,1026.09,90.03,335.13,12.46
LH0,2017-01-05 00:00:00,8.7,13.9,57.9,london_grid_346,-0.4,51.5,-0.11,1026.59,90.44,336.91,12.43
LH0,2017-01-05 01:00:00,9.6,14.6,49.0,london_grid_346,-0.4,51.5,-0.23,1026.78,90.45,339.15,12.04
LH0,2017-01-05 02:00:00,8.8,14.8,44.4,london_grid_346,-0.4,51.5,-0.36,1026.96,90.46,341.54,11.66
LH0,2017-01-05 03:00:00,8.3,13.8,34.2,london_grid_346,-0.4,51.5,-0.48,1027.15,90.47,344.08,11.31
LH0,2017-01-05 04:00:00,8.2,12.4,40.1,london_grid_346,-0.4,51.5,-0.5,1027.57,90.78,347.31,10.87
LH0,2017-01-05 05:00:00,7.9,13.0,48.7,london_grid_346,-0.4,51.5,-0.53,1028.0,91.09,350.8,10.47
LH0,2017-01-05 06:00:00,8.1,13.0,59.6,london_grid_346,-0.4,51.5,-0.55,1028.42,91.4,354.54,10.11
LH0,2017-01-05 07:00:00,8.8,14.5,85.0,london_grid_346,-0.4,51.5,-0.37,1028.77,91.03,355.83,9.6
LH0,2017-01-05 08:00:00,10.8,18.3,129.5,london_grid_346,-0.4,51.5,-0.18,1029.12,90.65,357.26,9.09
LH0,2017-01-05 09:00:00,11.8,22.5,121.3,london_grid_346,-0.4,51.5,0.01,1029.47,90.27,358.86,8.58
